Record ID,Account ID,First Name,Last Name,Email,Phone_person,Company,Lead Status,Lead Source,Created Date_person,Country_person,Record Type,Account Name,Phone_account,Website,Industry,Account Type,Billing Address,Created Date_account,Country_account
003IMQPHQEGFN4L,001EP89O429SJBH,Rachel,Quinn,mary68@hotmail.com,001-403-882-0231x57225,Williams-Brown,Closed - Converted,Other,2024-08-12,Cook Islands,Contact,Cunningham-Clark,(932)519-2954,https://www.long.info/,Healthcare,Prospect,"8393 Eric Skyway Apt. 522
Chadport, AK 17034",2024-12-11,Saint Helena
003K4KSJOEJ9BAB,001FDE4MTQMLZZU,Michelle,Perez,rachelclark@anderson-ward.net,969-317-7719x3967,"Price, Gilbert and Ortega",Open - Not Contacted,Web,2024-03-02,Saint Helena,Contact,Murray-Lyons,+1-394-284-2002,https://www.whitney.biz/,Education,Partner,"0772 Delgado Run
Jillland, MO 58043",2024-03-09,Syrian Arab Republic
003KVVED2P7S8JI,001N8Y12UU7OVT6,Megan,Smith,hstephens@hotmail.com,+1-061-159-7958x4982,Ortega-Lara,Closed - Converted,Partner Referral,2024-11-27,Guinea,Contact,Fisher Group,298.008.9021x434,http://www.mcdonald.com/,Healthcare,Vendor,"123 Reed Meadow
Kennethfort, VT 37642",2024-11-20,Sri Lanka
003IU236TLMCC8C,0013VJUT5FX3K0X,Eric,Dawson,amandagomez@schneider.com,586.359.8585,Sanders PLC,Working - Contacted,Partner Referral,2024-09-08,Haiti,Contact,Nunez and Sons,9149465042,https://www.west-moran.org/,Technology,Prospect,"53153 Stephen Lodge
East Jeffery, CA 75275",2024-11-20,Saint Helena
003S93DMZZKTJQ5,001SQLN4KNCX6KE,Bryan,Curtis,carrmichael@gmail.com,760.258.7585,Ward PLC,Open - Not Contacted,Partner Referral,2024-09-25,Central African Republic,Contact,Fernandez-Brown,567-023-7447x226,https://www.woods.com/,Retail,Partner,"0170 Smith Hill
Sellersborough, MO 95962",2024-01-07,Mongolia
00376MMS98XX6Z4,00123ZQJN1CH197,Michael,Anderson,james97@macias.info,001-826-312-3631x6144,Harris and Sons,Closed - Converted,Web,2024-01-13,Solomon Islands,Contact,"Hernandez, Perkins and Melendez",001-806-750-8788x77628,http://www.tapia.com/,Manufacturing,Customer,"35616 Dennis Roads Suite 988
Geraldport, WV 21057",2024-03-15,Tonga
003QMARDT1UU0IC,001ZBDKJMQFR3CU,Kimberly,Maxwell,floresann@yahoo.com,785-478-5737x893,Fowler Ltd,Open - Not Contacted,Other,2024-04-13,Nepal,Contact,Stewart and Sons,(811)601-4535,http://kelley.net/,Technology,Customer,"4874 Jack Springs Apt. 209
Laurenton, KY 46312",2024-05-09,Guernsey
003RDZJXJAZIVQH,001HP5RG19XVD2F,Dennis,Mason,danielhernandez@hotmail.com,+1-329-672-7065x036,Horne Inc,Closed - Converted,Web,2024-04-15,Turkmenistan,Contact,"Stewart, Robinson and Larsen",(179)940-8151x0203,https://www.harmon-love.net/,Manufacturing,Customer,"521 Miller Fort
Scottport, CO 73902",2024-08-13,Burundi
003MHWIVG1T2YHJ,001BYNBMH096XAW,Adam,Palmer,ahernandez@holt.org,429.051.5610,Herman-Warren,Closed - Converted,Web,2024-02-29,Svalbard & Jan Mayen Islands,Contact,Turner LLC,349.934.3043x64029,https://villarreal.net/,Finance,Customer,"45028 Gibbs Valley
South Shannonville, VT 78415",2024-08-26,Luxembourg
00313Z1ZK07X208,001DZM917HDOJHD,Ronnie,Lewis,aaron04@evans-pennington.com,(579)089-1302x9476,Burch-Landry,Closed - Converted,Phone Inquiry,2024-05-06,Liberia,Contact,Alvarez Group,562-100-4981,http://herring.com/,Healthcare,Prospect,"3336 Fitzgerald Pines
South Anthonymouth, SC 50840",2024-10-22,Hong Kong
003CUJ1IIT6XXMV,00148IOZ5BRBRF8,Julia,Garza,wardmisty@hotmail.com,953-863-3850,Jenkins-King,Working - Contacted,Other,2024-05-19,Benin,Contact,"Armstrong, Mcdaniel and Lee",424-260-3912x214,http://young.biz/,Finance,Vendor,"728 James Brook Suite 446
Julianborough, RI 73303",2024-05-16,United States Virgin Islands
003QCXXDOTQM1ZH,001PJRQYELP5URK,William,Cooper,deannahinton@hotmail.com,2332228055,Miller Ltd,Closed - Converted,Other,2024-11-16,Palau,Contact,Solis-Campbell,958.253.2165,https://herring.com/,Retail,Vendor,"935 Chambers Skyway Apt. 412
Cannonchester, CA 84325",2024-12-07,Korea
003CF1CBJ72YJKG,001QQDUKEXUU5XO,Steve,Johnson,morrisjohn@reyes.com,(899)937-0518x1828,Schneider Ltd,Working - Contacted,Phone Inquiry,2024-07-31,Swaziland,Contact,Gamble Ltd,292-398-4669x27803,http://www.rivera-guzman.net/,Technology,Customer,"317 Simpson Extensions Suite 685
Clarkview, RI 02921",2024-03-07,Liberia
003N7XF0HK01WOQ,00170301OAK50E9,Jamie,Silva,richardlopez@hotmail.com,5401286333,"Reid, Peterson and Martin",Closed - Not Converted,Other,2024-03-11,Palestinian Territory,Contact,"Williams, Thompson and Washington",+1-424-355-7505x254,http://carrillo.com/,Retail,Prospect,"93632 Walton Brooks Apt. 939
South Patricia, GA 55326",2024-03-18,Argentina
00305FX2IS04AZ8,001ZBDKJMQFR3CU,Audrey,Calhoun,robertmontgomery@hardy-wall.com,100.127.7810,George-Arellano,Working - Contacted,Purchased List,2024-03-30,Cyprus,Contact,Stewart and Sons,(811)601-4535,http://kelley.net/,Technology,Customer,"4874 Jack Springs Apt. 209
Laurenton, KY 46312",2024-05-09,Guernsey
003T0GY0PKSO3NW,001WE0A1T6R3LPH,Rebecca,Reynolds,jonespaige@burton-adams.com,+1-774-254-3654,Mclean Group,Closed - Converted,Web,2024-11-30,Aruba,Contact,"Vaughan, Dunlap and Moore",163.782.8912,https://www.brown-anderson.info/,Healthcare,Prospect,"330 Jeremy Trail
South Tony, NE 49373",2024-07-03,Greece
00360SG2B7G0IJ5,001E1WL17FHS8ZZ,Daniel,Martinez,allenhenderson@gmail.com,464-375-3569,"Simpson, Cruz and Bernard",Open - Not Contacted,Partner Referral,2024-05-08,Taiwan,Contact,White-Johnston,+1-894-906-7177x872,https://marsh-fox.net/,Retail,Customer,"754 Lang Corner
Sarahland, NE 12301",2024-10-01,Yemen
003UKS5614EQ0YQ,001APJSX0LETACF,Julie,Lewis,christopher68@hotmail.com,849.275.5967,Bennett Inc,Working - Contacted,Other,2024-08-19,South Africa,Contact,Mora-Juarez,941.226.8752x749,http://www.davenport.com/,Healthcare,Partner,"61987 Velazquez Landing Suite 143
Lake Oscarstad, NV 47402",2024-06-27,Saint Lucia
003UGCV2MMNYB6D,001D3VFI23EYEVE,Heather,Frye,samantha00@cox.com,0467031809,"Burton, Watkins and Frey",Closed - Not Converted,Partner Referral,2024-02-11,Saint Vincent and the Grenadines,Contact,Marquez-Johnson,630-312-2331,https://www.bell.org/,Retail,Vendor,"298 Quinn Park
New Kelly, SD 59118",2024-12-02,Slovakia (Slovak Republic)
0034L9F0OLV1MFW,001944UZRAP9Q0H,Darrell,Kennedy,kimberlyerickson@yahoo.com,068-104-4642,"Smith, Hamilton and Lewis",Closed - Not Converted,Phone Inquiry,2024-10-29,United Kingdom,Contact,Coleman-Love,+1-086-320-5422x74407,https://morales.biz/,Education,Vendor,"2389 Melissa Rapids
East Rebeccaside, NM 67612",2024-01-21,Switzerland
003DG0ASX7SBS2L,001JMHOWG1WF9JQ,Robert,Henson,gnash@gmail.com,001-566-684-7053x76193,Evans Ltd,Working - Contacted,Other,2024-03-11,Belgium,Contact,Kennedy LLC,496.209.2904x371,https://walker.com/,Healthcare,Vendor,"PSC 7037, Box 0191
APO AA 70429",2024-06-01,Moldova
0039JAOIRKWY07M,00119625XNPLFAW,Nicholas,Webb,roger54@martinez.com,1432514147,Ruiz Inc,Closed - Not Converted,Purchased List,2024-02-09,Mauritania,Contact,Bradshaw LLC,393-563-0576x46960,http://franklin.com/,Technology,Partner,"7347 Brooks Path
Nicolehaven, MD 91322",2024-05-09,France
003HRECRTBNIY8O,001P1IK7PQCC7CP,Jessica,Lawrence,bthomas@yahoo.com,420.684.3772,"Tucker, Donovan and Martinez",Closed - Converted,Purchased List,2024-06-07,Belgium,Contact,Hill PLC,746-514-4394,https://blake-burns.com/,Manufacturing,Prospect,"49745 Smith Street
Lake Stephanie, UT 48003",2024-11-08,Swaziland
003UDN264YTPTCW,001KCN48RN2CR5Y,Joan,Rivera,susanwalker@yahoo.com,+1-304-409-8465x835,Duffy Group,Closed - Not Converted,Phone Inquiry,2024-01-28,Saint Helena,Contact,Thomas Ltd,+1-098-605-3324,http://www.baxter-woods.com/,Manufacturing,Partner,"757 Smith Crossroad Apt. 767
Lake Taylor, MD 19325",2024-03-13,Djibouti
003O3G2NBTZZ4VM,0013GWACSRNP2HX,Lisa,Andrews,munozcarol@hotmail.com,413.291.1567x548,Howell LLC,Open - Not Contacted,Other,2024-10-16,Puerto Rico,Contact,Stephens-Miller,+1-855-391-0981x8804,http://www.summers.info/,Finance,Partner,"356 Jennifer Crossing
Millerbury, NY 92140",2024-08-09,United Arab Emirates
003NIYMIY5ABI9L,001P1IK7PQCC7CP,Diane,Lewis,paigegilbert@hotmail.com,903-230-2095,Ritter Inc,Working - Contacted,Other,2024-11-22,Rwanda,Contact,Hill PLC,746-514-4394,https://blake-burns.com/,Manufacturing,Prospect,"49745 Smith Street
Lake Stephanie, UT 48003",2024-11-08,Swaziland
003V1MNKKNKH5QI,001HCMYXXJ7EOYW,Sandra,Levy,dickersonpamela@yahoo.com,(056)752-9636x608,West Group,Working - Contacted,Partner Referral,2024-08-28,United Kingdom,Contact,Rose-Flores,762-387-2968x288,http://www.smith.org/,Healthcare,Prospect,"13929 Richardson Loaf Suite 311
South Melaniemouth, ME 67532",2024-09-25,Ghana
003YEUU4CXET0AP,001SEFMU4YOLF8C,John,Wright,cochranroy@richardson.com,(970)906-0611x85244,Hunter and Sons,Open - Not Contacted,Phone Inquiry,2024-09-16,Svalbard & Jan Mayen Islands,Contact,Larson Ltd,369-154-1551,http://ballard.com/,Retail,Customer,"239 Porter Vista
Yateschester, AK 84556",2024-03-07,Angola
0039DCMAN5SPARU,001RIH1Z289LAPE,Stacey,Smith,taylordavid@ford-ellis.com,989.401.7601x990,Mcdaniel Group,Closed - Converted,Phone Inquiry,2024-02-04,Malawi,Contact,"Cummings, Villarreal and Bryant",(388)524-5088,https://www.cook.com/,Retail,Partner,"1598 Kaufman Creek
Port Kevin, DC 65145",2024-08-03,Vanuatu
0037XUCISVJDCUC,001YBPRKTLIT5BD,Kim,Ellis,charles87@hotmail.com,3160779785,"Evans, Jackson and Stanley",Open - Not Contacted,Partner Referral,2024-02-10,Bahrain,Contact,Lopez-Mccarty,(595)693-0606,http://morales.com/,Retail,Vendor,"48630 Ross Hill Apt. 891
New Jerryside, IL 88318",2024-02-14,Tanzania
0036DY7BV9LLOGE,0019O54L0L5CGSA,Judy,Flynn,davisdouglas@gmail.com,255.691.4023,"Clark, Conway and Torres",Closed - Not Converted,Purchased List,2024-11-09,Martinique,Contact,"Smith, Owen and Peterson",1685800462,https://www.roman-jackson.com/,Education,Vendor,"9444 Vargas Extensions
Racheltown, PA 53188",2024-01-06,American Samoa
00357ITUUGWIEMJ,001QQDUKEXUU5XO,Sean,Reynolds,melanievincent@bradshaw.org,001-239-929-8949,Mora Inc,Closed - Not Converted,Other,2024-07-15,Germany,Contact,Gamble Ltd,292-398-4669x27803,http://www.rivera-guzman.net/,Technology,Customer,"317 Simpson Extensions Suite 685
Clarkview, RI 02921",2024-03-07,Liberia
003GJM8C7T5GPJW,0010MLWCAPXDEX3,Tim,Blake,rreed@guzman.com,001-828-010-2632,"Marshall, Williams and Wright",Working - Contacted,Phone Inquiry,2024-10-08,San Marino,Contact,Nicholson-Gray,222.099.7146,http://thompson.biz/,Education,Partner,"51746 Angela Pass
West Sarahshire, HI 49378",2024-10-26,Martinique
0038Z8Q64UJE6FK,001X9V5078JYKYK,Johnny,Hernandez,mark70@yahoo.com,001-176-998-0935x8168,Smith Inc,Closed - Not Converted,Purchased List,2024-06-13,Cayman Islands,Contact,Stanley Inc,649-007-9329x82528,http://www.robertson.biz/,Finance,Prospect,"266 Jeffery Gateway
Burnstown, UT 53313",2024-09-17,Kyrgyz Republic
0035LYT5AWUWN8J,0013VJUT5FX3K0X,Stephen,Jones,pjohnson@gmail.com,524.950.3367x715,"Williams, Lowe and Martin",Open - Not Contacted,Phone Inquiry,2024-02-26,Papua New Guinea,Contact,Nunez and Sons,9149465042,https://www.west-moran.org/,Technology,Prospect,"53153 Stephen Lodge
East Jeffery, CA 75275",2024-11-20,Saint Helena
003ZP7Y6K1JR260,00127W6HY8G1TPU,David,French,fullerderek@rowe-figueroa.com,261-737-4815x99461,Walker-Stewart,Closed - Not Converted,Other,2024-07-12,Albania,Contact,Murphy-Rodriguez,(675)462-2117,http://johnson-burton.com/,Healthcare,Vendor,"244 Ortiz Route Apt. 301
East Thomas, NC 36451",2024-02-01,Maldives
0033EEBQWVFOM3J,001HCMYXXJ7EOYW,Christopher,Hooper,camachojames@gonzales-hudson.com,001-583-419-7121,"Chapman, Sharp and King",Working - Contacted,Partner Referral,2024-10-16,Aruba,Contact,Rose-Flores,762-387-2968x288,http://www.smith.org/,Healthcare,Prospect,"13929 Richardson Loaf Suite 311
South Melaniemouth, ME 67532",2024-09-25,Ghana
0032QY4AJDCFWZI,001N2W3PT3I6F20,Christian,Blake,ltorres@ortiz.com,528.747.5688,"Salazar, Tucker and Stokes",Working - Contacted,Partner Referral,2024-04-10,Cyprus,Contact,Martinez Group,(037)096-3123x4944,https://williams.org/,Retail,Partner,"3972 Johnson Stravenue
Lake Tonya, KY 83953",2024-10-04,Mauritius
003P47YO1CG5Z1J,001FDE4MTQMLZZU,Matthew,Kane,franklinjason@gmail.com,+1-048-989-3167,"Lee, Brock and Russell",Closed - Converted,Partner Referral,2024-11-27,Liechtenstein,Contact,Murray-Lyons,+1-394-284-2002,https://www.whitney.biz/,Education,Partner,"0772 Delgado Run
Jillland, MO 58043",2024-03-09,Syrian Arab Republic
0032JJ2LY9G4TOT,001ED8QE3H3R2W0,Hannah,Smith,kelli84@holmes-carey.com,(004)891-3697,"Diaz, Morales and Soto",Working - Contacted,Phone Inquiry,2024-02-12,Pakistan,Contact,Singh LLC,(514)439-5151,https://smith-garcia.com/,Technology,Partner,"760 Mcgee Forks Suite 444
Shermanhaven, IN 04900",2024-12-14,Singapore
003SXT7ECNLFSS8,001KQ9T5I4R78IP,Christina,Torres,qsavage@yahoo.com,(764)550-2987x566,Bond-Casey,Open - Not Contacted,Phone Inquiry,2024-02-24,Tanzania,Contact,"Thomas, Walker and Adams",155-451-8974,https://jimenez.com/,Finance,Prospect,"90311 Heather Drive Apt. 810
North Tiffany, NH 76295",2024-09-14,Macedonia
003BK3FD19Q2WG9,001RNOAWTOXXVRU,Nancy,Phillips,michael25@hotmail.com,+1-355-648-2280x730,Becker-Jenkins,Closed - Converted,Purchased List,2024-05-24,Morocco,Contact,Jones Ltd,001-761-434-0552x881,https://www.wong.com/,Retail,Vendor,"1246 Harmon Path
Michellestad, OR 96825",2024-02-06,Bolivia
003MZ62D6UGXMZK,001HCMYXXJ7EOYW,Kyle,Meyer,kenneth35@webster-brown.com,538.703.0429x424,"Oliver, Sutton and Stewart",Closed - Converted,Web,2024-10-09,Reunion,Contact,Rose-Flores,762-387-2968x288,http://www.smith.org/,Healthcare,Prospect,"13929 Richardson Loaf Suite 311
South Melaniemouth, ME 67532",2024-09-25,Ghana
0031NKJGY7ZSMP1,001ZM8ZJ31LLMOF,Kevin,Rogers,millsdylan@williams.biz,+1-000-716-2951x6203,"Carey, Myers and Edwards",Closed - Converted,Purchased List,2024-10-08,Reunion,Contact,Esparza-Vaughn,001-650-360-4087x966,https://gray-olson.com/,Education,Vendor,"381 Montgomery Gateway
Jaredmouth, CA 53935",2024-04-10,United Arab Emirates
0036VCYPWA55RDZ,001M1K8JBUQ2JDJ,Melissa,Vega,dmcintosh@salazar-woodard.com,+1-313-167-9805,Fisher Ltd,Open - Not Contacted,Web,2024-08-23,Saint Martin,Contact,Oconnor-Guzman,+1-592-472-2601,https://hines-lopez.com/,Healthcare,Customer,"77655 Valerie Circle Apt. 442
Claudiafurt, WY 40473",2024-04-22,Nicaragua
0033XV43PY2TATP,0016SWHP6PWMLD1,Carla,Reynolds,katie89@lewis.info,001-234-001-6884x6108,Gardner and Sons,Working - Contacted,Partner Referral,2024-06-16,Uganda,Contact,Williams-Thompson,308.061.6834,https://www.walters.com/,Education,Partner,"Unit 2162 Box 3237
DPO AP 67612",2024-08-07,Oman
003VZCN1NU6H9YR,001PAXHV2O0J3X9,Charlene,Ford,adamgeorge@hotmail.com,707.819.3915x03549,"Myers, Moody and Lopez",Closed - Not Converted,Other,2024-06-28,Vietnam,Contact,"Smith, Valenzuela and Morris",172-698-8477x534,http://mcbride.info/,Technology,Prospect,"62667 Jones Way
New Genestad, NE 88771",2024-05-24,Saint Barthelemy
003A4ZLV3RYJTXY,0013VJUT5FX3K0X,Susan,Hicks,joserodriguez@wilson.com,(367)190-2044x865,Hines-Anthony,Closed - Converted,Web,2024-11-22,Trinidad and Tobago,Contact,Nunez and Sons,9149465042,https://www.west-moran.org/,Technology,Prospect,"53153 Stephen Lodge
East Jeffery, CA 75275",2024-11-20,Saint Helena
003N3S4QTYBIV2Y,001W3QNKHK6B9BA,Karen,Dunn,gonzalezmia@norris-davidson.com,+1-741-068-1942x78606,"Harrison, Johnson and Harrington",Open - Not Contacted,Web,2024-12-06,Bermuda,Contact,Gibbs-Walls,0536595249,http://anderson-sanders.org/,Education,Vendor,"716 Poole Forges
Bradystad, NM 85994",2024-08-04,Palau
0037U5TYMM3JAGY,0015Q5HH2LI42XO,Alex,Harris,omiller@torres.com,618.816.0912,Johnson-Mcconnell,Open - Not Contacted,Web,2024-11-06,Palau,Contact,Stevens Group,+1-961-413-1946,http://www.cannon-henry.org/,Healthcare,Prospect,"372 Morrison Crest
Aliciaview, NE 37794",2024-06-12,Uganda
003J4G7FL62WQMN,001SQLN4KNCX6KE,Jerry,Green,uwilson@taylor-jackson.info,984.424.0097x466,Holden Ltd,Closed - Not Converted,Purchased List,2024-07-24,Moldova,Contact,Fernandez-Brown,567-023-7447x226,https://www.woods.com/,Retail,Partner,"0170 Smith Hill
Sellersborough, MO 95962",2024-01-07,Mongolia
